cl_d5_diagnose_begindatum|cl_d5_diagnose_einddatum|cl_d5_diagnose_code|cl_d5_diagnose_groep_code|cl_d5_diagnose_beschrijving|cl_d5_diagnose_hierarchieniveau|cl_d5_diagnose_selecteerbaar|cl_d5_diagnose_refcode_icd9cm|cl_d5_diagnose_mutatie
20170101|99991231|D5_16.01.08.01.01.01|D5_16.01.08.01.01|Stoornis in het gebruik van een amfetamineachtig middel: licht|6|1|305.70|
20170101|99991231|D5_16.01.08.01.01.02|D5_16.01.08.01.01|Stoornis in het gebruik van een amfetamineachtig middel: matig, ernstig|6|1|304.40|
20170101|99991231|D5_16.01.08.01.02|D5_16.01.08.01|Stoornis in het gebruik van cocaïne|5|0||
20170101|99991231|D5_16.01.08.01.02.01|D5_16.01.08.01.02|Stoornis in het gebruik van cocaïne: licht|6|1|305.60|
20170101|99991231|D5_16.01.08.01.02.02|D5_16.01.08.01.02|Stoornis in het gebruik van cocaïne: matig, ernstig|6|1|304.20|
20170101|99991231|D5_16.01.08.01.03|D5_16.01.08.01|Stoornis in het gebruik van een ander of ongespecificeerd stimulantium|5|0||
20170101|99991231|D5_16.01.08.01.03.01|D5_16.01.08.01.03|Stoornis in het gebruik van een ander of ongespecificeerd stimulantium: licht|6|1|305.70|
20170101|99991231|D5_16.01.08.01.03.02|D5_16.01.08.01.03|Stoornis in het gebruik van een ander of ongespecificeerd stimulantium: matig, ernstig|6|1|304.40|
20170101|99991231|D5_16.01.08.02|D5_16.01.08|Intoxicatie door een stimulantium|4|2|292.89|
20170101|99991231|D5_16.01.08.02.01|D5_16.01.08.02|Intoxicatie door een amfetamine of een ander stimulantium|5|2|292.89|
20170101|99991231|D5_16.01.08.02.01.01|D5_16.01.08.02.01|Intoxicatie door een amfetamine of een ander stimulantium: met perceptiestoornissen|6|1|292.89|
20170101|99991231|D5_16.01.08.02.02|D5_16.01.08.02|Intoxicatie door cocaïne|5|1|292.89|
20170101|99991231|D5_16.01.08.03|D5_16.01.08|Onttrekkingssyndroom van een stimulantium|4|2|292.0|
20170101|99991231|D5_16.01.08.03.01|D5_16.01.08.03|Onttrekkingssyndroom van een amfetamineachtig middel|5|1|292.0|
20170101|99991231|D5_16.01.08.03.02|D5_16.01.08.03|Onttrekkingssyndroom van cocaïne|5|1|292.0|
20170101|99991231|D5_16.01.08.03.03|D5_16.01.08.03|Onttrekkingssyndroom van een ander of ongespecificeerd stimulantium|5|1|292.0|
20170101|99991231|D5_16.01.08.04|D5_16.01.08|Ongespecificeerde stimulantiumgerelateerde stoornis|4|1|292.9|
20170101|99991231|D5_16.01.09|D5_16.01|Tabak gerelateerde stoornissen|3|0||
20170101|99991231|D5_16.01.09.01|D5_16.01.09|Stoornis in tabaksgebruik|4|0||
20170101|99991231|D5_16.01.09.01.01|D5_16.01.09.01|Stoornis in tabaksgebruik: licht|5|1|305.1|
20170101|99991231|D5_16.01.09.01.02|D5_16.01.09.01|Stoornis in tabaksgebruik: matig, ernstig|5|1|305.1|
20170101|99991231|D5_16.01.09.02|D5_16.01.09|Tabaksonttrekkingssyndroom|4|1|292.0|
20170101|99991231|D5_16.01.09.03|D5_16.01.09|Ongespecificeerde tabaksgerelateerde stoornis|4|1|292.9|
20170101|99991231|D5_16.01.10|D5_16.01|Stoornissen gerelateerd aan een ander (of onbekend) middel|3|0||
20170101|99991231|D5_16.01.10.01|D5_16.01.10|Stoornis in het gebruik van een ander (of onbekend) middel|4|0||
20170101|99991231|D5_16.01.10.01.01|D5_16.01.10.01|Stoornis in het gebruik van een ander (of onbekend) middel: licht|5|1|305.90|
20170101|99991231|D5_16.01.10.01.02|D5_16.01.10.01|Stoornis in het gebruik van een ander (of onbekend) middel: matig, ernstig|5|1|304.90|
20170101|99991231|D5_16.01.10.02|D5_16.01.10|Intoxicatie door een ander (of onbekend) middel|4|1|292.89|
20170101|99991231|D5_16.01.10.03|D5_16.01.10|Onttrekkingssyndroom van een ander (of onbekend) middel|4|1|292.0|
20170101|20181231|D5_16.01.10.04|D5_16.01.10|Ongespecificeerde stoornis gereleateerd aan een ander (of onbekend) middel|4|1|292.9|2
20190101|99991231|D5_16.01.10.04|D5_16.01.10|Ongespecificeerde stoornis gerelateerd aan een ander (of onbekend) middel|4|1|292.9|1
20170101|99991231|D5_16.02|D5_16|Niet-middelgerelateerde stoornissen|2|0||
20170101|99991231|D5_16.02.01|D5_16.02|Gokstoornis|3|1|312.31|
20170101|99991231|D5_17||Neurocognitieve stoornissen|1|0||
20170101|99991231|D5_17.01|D5_17|Delirium|2|0||
20170101|99991231|D5_17.01.01|D5_17.01|Delirium door intoxicatie door een middel|3|0||
20170101|99991231|D5_17.01.01.01|D5_17.01.01|Delirium door intoxicatie door alcohol|4|1|291.0|
20170101|99991231|D5_17.01.01.02|D5_17.01.01|Delirium door intoxicatie door stimulantia|4|1|292.81|
20170101|99991231|D5_17.01.01.03|D5_17.01.01|Delirium door intoxicatie door cannabis|4|1|292.81|
20170101|99991231|D5_17.01.01.04|D5_17.01.01|Delirium door intoxicatie door cocaïne|4|1|292.81|
20170101|99991231|D5_17.01.01.05|D5_17.01.01|Delirium door intoxicatie door andere hallucinogenen|4|1|292.81|
20170101|99991231|D5_17.01.01.06|D5_17.01.01|Delirium door intoxicatie door inhalantia|4|1|292.81|
20170101|99991231|D5_17.01.01.07|D5_17.01.01|Delirium door intoxicatie door opioïden|4|1|292.81|
20170101|99991231|D5_17.01.01.08|D5_17.01.01|Delirium door intoxicatie door fencyclidine|4|1|292.81|
20170101|99991231|D5_17.01.01.09|D5_17.01.01|Delirium door intoxicatie door hypnotica of anxiolytica|4|1|292.81|
20170101|99991231|D5_17.01.01.10|D5_17.01.01|Delirium door intoxicatie door ander (of onbekend) middel|4|1|292.81|
20170101|99991231|D5_17.01.02|D5_17.01|Delirium door onttrekking van een middel|3|0||
20170101|99991231|D5_17.01.02.01|D5_17.01.02|Delirium door onttrekking van alcohol|4|1|292.81|
20170101|99991231|D5_17.01.02.02|D5_17.01.02|Delirium door onttrekking van opioïden|4|1|292.81|
20170101|99991231|D5_17.01.02.03|D5_17.01.02|Delirium door onttrekking van hypnotica of anxiolytica|4|1|292.81|
20170101|99991231|D5_17.01.02.04|D5_17.01.02|Delirium door onttrekking van een ander (of onbekend) middel|4|1|292.81|
20170101|99991231|D5_17.01.03|D5_17.01 |Delirium door medicatie|3|1|292.81|
20170101|99991231|D5_17.01.04|D5_17.01 |Delirium door een somatische aandoening|3|1|293.0|
20170101|99991231|D5_17.01.05|D5_17.01 |Delirium door multipele oorzaken|3|1|293.0|
20170101|99991231|D5_17.01.06|D5_17.01|Andere delirium|3|0||
20170101|99991231|D5_17.01.06.01|D5_17.01.06|Ander gespecificeerde delirium|4|1|780.09|
20170101|99991231|D5_17.01.06.02|D5_17.01.06|Ongespecificeerde delirium|4|1|790.09|
20170101|99991231|D5_17.02|D5_17|Uitgebreide of beperkte neurocognitieve stoornissen|2|0||
20170101|99991231|D5_17.02.01|D5_17.02|Uitgebreide neurocognitieve stoornis door de ziekte van Alzheimer|3|0||
20170101|99991231|D5_17.02.01.01|D5_17.02.01 |Uitgebreide neurocognitieve stoornis door de ziekte van Alzheimer: met gedragsstoornissen|4|1|294.11|
20170101|99991231|D5_17.02.01.02|D5_17.02.01 |Uitgebreide neurocognitieve stoornis door de ziekte van Alzheimer: zonder gedragsstoornissen|4|1|294.10|
20170101|99991231|D5_17.02.02|D5_17.02|Beperkte neurocognitieve stoornis door de ziekte van Alzheimer|3|0||
20170101|99991231|D5_17.02.02.01|D5_17.02.02|Beperkte neurocognitieve stoornis door de ziekte van Alzheimer: met gedragsstoornissen|4|1|331.83|
20170101|99991231|D5_17.02.02.02|D5_17.02.02|Beperkte neurocognitieve stoornis door de ziekte van Alzheimer: zonder gedragsstoornissen|4|1|331.83|
20170101|99991231|D5_17.03|D5_17|Uitgebreide of beperkte frontotemporale neurocognitieve stoornis|2|0||
20170101|99991231|D5_17.03.01|D5_17.03|Uitgebreide frontotemporale neurocognitieve stoornis|3|0||
20170101|99991231|D5_17.03.01.01|D5_17.03.01|Uitgebreide neurocognitieve stoornis door frontotemporale lobaire degeneratie: zonder gedragsstoornissen|4|1|294.10|
20170101|99991231|D5_17.03.01.02|D5_17.03.01|Uitgebreide neurocognitieve stoornis door frontotemporale lobaire degeneratie: met gedragsstoornissen|4|1|294.11|
20170101|99991231|D5_17.03.02|D5_17.03|Beperkte frontotemporale neurocognitieve stoornis|3|0||
20170101|99991231|D5_17.03.02.01|D5_17.03.02|Beperkte neurocognitieve stoornis door frontotemporale lobaire degeneratie: met gedragsstoornissen|4|1|331.83|
20170101|99991231|D5_17.03.02.02|D5_17.03.02|Beperkte neurocognitieve stoornis door frontotemporale lobaire degeneratie: zonder gedragsstoornissen|4|1|331.83|
20170101|99991231|D5_17.04|D5_17|Uitgebreide of beperkte neurocognitieve stoornis met lewylichaampjes|2|0||
20170101|99991231|D5_17.04.01|D5_17.04 |Uitgebreide neurocognitieve stoornis met lewylichaampjes|3|0||
20170101|99991231|D5_17.04.01.01|D5_17.04.01|Uitgebreide neurocognitieve stoornis met lewylichaampjes: met gedragsstoornissen|4|1|294.11|
20170101|99991231|D5_17.04.01.02|D5_17.04.01|Uitgebreide neurocognitieve stoornis met lewylichaampjes: zonder gedragsstoornissen|4|1|294.10|
20170101|99991231|D5_17.04.02|D5_17.04|Beperkte neurocognitieve stoornis met lewylichaampjes|3|0||
20170101|99991231|D5_17.04.02.01|D5_17.04.02|Beperkte neurocognitieve stoornis met lewylichaampjes: met gedragsstoornissen|4|1|331.83|
20170101|99991231|D5_17.04.02.02|D5_17.04.02|Beperkte neurocognitieve stoornis met lewylichaampjes: zonder gedragsstoornissen|4|1|331.83|
20170101|99991231|D5_17.05|D5_17|Uitgebreide of beperkte vasculaire neurocognitieve stoornis|2|0||
20170101|99991231|D5_17.05.01|D5_17.05|Uitgebreide vasculaire neurocognitieve stoornis|3|0||
20170101|99991231|D5_17.05.01.01|D5_17.05.01|Uitgebreide vasculaire neurocognitieve stoornis: met gedragsstoornissen|4|1|290.40|
20170101|99991231|D5_17.05.01.02|D5_17.05.01|Uitgebreide vasculaire neurocognitieve stoornis: zonder gedragsstoornissen|4|1|290.40|
20170101|99991231|D5_17.05.02|D5_17.05 |Beperkte vasculaire neurocognitieve stoornis|3|0||
20170101|99991231|D5_17.05.02.01|D5_17.05.02|Beperkte vasculaire neurocognitieve stoornis: met gedragsstoornissen|4|1|331.83|
20170101|99991231|D5_17.05.02.02|D5_17.05.02|Beperkte vasculaire neurocognitieve stoornis: zonder gedragsstoornissen|4|1|331.83|
20170101|99991231|D5_17.06|D5_17|Uitgebreide of beperkte neurocognitieve stoornis door traumatisch hersenletsel|2|0||
20170101|99991231|D5_17.06.01|D5_17.06|Uitgebreide neurocognitieve stoornis door traumatisch hersenletsel|3|0||
20170101|99991231|D5_17.06.01.01|D5_17.06.01|Uitgebreide neurocognitieve stoornis door traumatisch hersenletsel: met gedragsstoornissen|4|1|294.11|
20170101|99991231|D5_17.06.01.02|D5_17.06.01|Uitgebreide neurocognitieve stoornis door traumatisch hersenletsel: zonder gedragsstoornissen|4|1|294.10|
20170101|99991231|D5_17.06.02|D5_17.06|Uitgebreide of beperkte neurocognitieve stoornis door traumatisch hersenletsel|3|0||
20170101|99991231|D5_17.06.02.01|D5_17.06.02|Beperkte neurocognitieve stoornis door traumatisch hersenletsel: met gedragsstoornissen|4|1|331.83|
20170101|99991231|D5_17.06.02.02|D5_17.06.02|Beperkte neurocognitieve stoornis door traumatisch hersenletsel: zonder gedragsstoornissen|4|1|331.83|
20170101|99991231|D5_17.07|D5_17|Uitgebreide of beperkte neurocognitieve stoornis door een middel / medicatie|2|0||
20170101|99991231|D5_17.07.01|D5_17.07|Uitgebreide of beperkte neurocognitieve stoornis door alcohol|3|0||
20170101|99991231|D5_17.07.01.01|D5_17.07.01|Uitgebreide neurocognitieve stoornis door alcohol|4|0||
20170101|99991231|D5_17.07.01.01.01|D5_17.07.01.01|Uitgebreide neurocognitieve stoornis door alcohol: niet-amnestisch-confabulerend type|5|1|291.2|
20170101|99991231|D5_17.07.01.01.02|D5_17.07.01.01|Uitgebreide neurocognitieve stoornis door alcohol: amnestisch-confabulerend type|5|1|291.1|
20170101|99991231|D5_17.07.01.02|D5_17.07.01|Beperkte neurocognitieve stoornis door alcohol|4|0||
20170101|99991231|D5_17.07.01.02.01|D5_17.07.01.02|Beperkte  neurocognitieve stoornis door alcohol|5|1|291.89|
20170101|99991231|D5_17.07.02|D5_17.07|Uitgebreide of beperkte neurocognitieve stoornis door inhalantia|3|0||
20170101|99991231|D5_17.07.02.01|D5_17.07.02|Uitgebreide neurocognitieve stoornis door inhalantia|4|0||
20170101|99991231|D5_17.07.02.01.01|D5_17.07.02.01|Uitgebreide neurocognitieve stoornis door inhalantia|5|1|292.82|
20170101|99991231|D5_17.07.02.02|D5_17.07.02|Beperkte neurocognitieve stoornis door inhalantia|4|0||
20170101|99991231|D5_17.07.02.02.01|D5_17.07.02.02|Beperkte neurocognitieve stoornis door inhalantia|5|1|292.89|
20170101|99991231|D5_17.07.03|D5_17.07|Uitgebreide of beperkte neurocognitieve stoornis door hypnotica of anxiolytica|3|0||
20170101|99991231|D5_17.07.03.01|D5_17.07.03|Uitgebreide neurocognitieve stoornis door hypnotica of anxiolytica|4|0||
20170101|99991231|D5_17.07.03.01.01|D5_17.07.03.01|Uitgebreide neurocognitieve stoornis door hypnotica of anxiolytica|5|1|292.82|
20170101|99991231|D5_17.07.03.02|D5_17.07.03|Beperkte neurocognitieve stoornis door hypnotica of anxiolytica|4|0||
20170101|99991231|D5_17.07.03.02.01|D5_17.07.03.02|Beperkte neurocognitieve stoornis door hypnotica of anxiolytica|5|1|292.89|
20170101|99991231|D5_17.07.04|D5_17.07|Uitgebreide of beperkte neurocognitieve stoornis door een ander (of onbekend) middel|3|0||
20170101|99991231|D5_17.07.04.01|D5_17.07.04|Uitgebreide neurocognitieve stoornis door een ander (of onbekend) middel|4|0||
20170101|99991231|D5_17.07.04.01.01|D5_17.07.04.01|Uitgebreide neurocognitieve stoornis door een ander (of onbekend) middel|5|1|292.82|
20170101|99991231|D5_17.07.04.02|D5_17.07.04|Beperkte neurocognitieve stoornis door een ander (of onbekend) middel|4|0||
20170101|99991231|D5_17.07.04.02.01|D5_17.07.04.02|Beperkte neurocognitieve stoornis door een ander (of onbekend) middel|5|1|292.89|
20170101|99991231|D5_17.07.05|D5_17.07|Uitgebreide of beperkte neurocognitieve stoornis door hiv-infectie|3|0||
20170101|99991231|D5_17.07.05.01|D5_17.07.05|Uitgebreide neurocognitieve stoornis door hiv-infectie|4|0||
20170101|99991231|D5_17.07.05.01.01|D5_17.07.05.01|Uitgebreide neurocognitieve stoornis door hiv-infectie: met gedragsstoornissen|5|1|294.11|
20170101|99991231|D5_17.07.05.01.02|D5_17.07.05.01|Uitgebreide neurocognitieve stoornis door hiv-infectie: zonder gedragsstoornissen|5|1|294.10|
20170101|99991231|D5_17.07.05.02|D5_17.07.05|Beperkte neurocognitieve stoornis door hiv-infectie|4|0||
20170101|99991231|D5_17.07.05.02.01|D5_17.07.05.02|Beperkte neurocognitieve stoornis door hiv-infectie: met gedragsstoornissen|5|1|331.83|
20170101|99991231|D5_17.07.05.02.02|D5_17.07.05.02|Beperkte neurocognitieve stoornis door hiv-infectie: zonder gedragsstoornissen|5|1|331.83|
20170101|99991231|D5_17.07.06|D5_17.07|Uitgebreide of beperkte neurocognitieve stoornis door prionziekte|3|0||
20170101|99991231|D5_17.07.06.01|D5_17.07.06|Uitgebreide neurocognitieve stoornis door prionziekte|4|0||
20170101|99991231|D5_17.07.06.01.01|D5_17.07.06.01|Uitgebreide neurocognitieve stoornis door prionziekte: met gedragsstoornissen|5|1|294.11|
20170101|99991231|D5_17.07.06.01.02|D5_17.07.06.01|Uitgebreide neurocognitieve stoornis door prionziekte: zonder gedragsstoornissen|5|1|294.10|
20170101|99991231|D5_17.07.06.02|D5_17.07.06|Beperkte neurocognitieve stoornis door prionziekte|4|0||
20170101|20171231|D5_17.07.06.02.01|D5_17.07.06.02|Beperkte neurocognitieve stoornis door prionziekte: met gedragsstoornissen|5|1|331.82|
20180101|99991231|D5_17.07.06.02.01|D5_17.07.06.02|Beperkte neurocognitieve stoornis door prionziekte: met gedragsstoornissen|5|1|331.83|
20170101|20171231|D5_17.07.06.02.02|D5_17.07.06.02|Beperkte neurocognitieve stoornis door prionziekte: zonder gedragsstoornissen|5|1|331.82|
20180101|99991231|D5_17.07.06.02.02|D5_17.07.06.02|Beperkte neurocognitieve stoornis door prionziekte: zonder gedragsstoornissen|5|1|331.83|
20170101|99991231|D5_17.07.07|D5_17.07|Uitgebreide of beperkte neurocognitieve stoornis door de ziekte van Parkinson|3|0||
20170101|99991231|D5_17.07.07.01|D5_17.07.07|Uitgebreide neurocognitieve stoornis door de ziekte van Parkinson|4|0||
20170101|99991231|D5_17.07.07.01.01|D5_17.07.07.01|Uitgebreide neurocognitieve stoornis mogelijk of waarschijnlijk door de ziekte van Parkinson: met gedragsstoornissen|5|1|294.11|
20170101|99991231|D5_17.07.07.01.02|D5_17.07.07.01|Uitgebreide neurocognitieve stoornis mogelijk of waarschijnlijk door de ziekte van Parkinson: zonder gedragsstoornissen|5|1|294.10|
20170101|99991231|D5_17.07.07.02|D5_17.07.07|Beperkte neurocognitieve stoornis door de ziekte van Parkinson|4|0||
20170101|99991231|D5_17.07.07.02.01|D5_17.07.07.02|Beperkte neurocognitieve stoornis door de ziekte van Parkinson: met gedragsstoornissen|5|1|331.83|
20170101|99991231|D5_17.07.07.02.02|D5_17.07.07.02|Beperkte neurocognitieve stoornis door de ziekte van Parkinson: zonder gedragsstoornissen|5|1|331.83|
20170101|99991231|D5_17.07.08|D5_17.07|Uitgebreide of beperkte neurocognitieve stoornis door de ziekte van Huntington|3|0||
20170101|99991231|D5_17.07.08.01|D5_17.07.08|Uitgebreide neurocognitieve stoornis door de ziekte van Huntington|4|0||
20170101|99991231|D5_17.07.08.01.01|D5_17.07.08.01|Uitgebreide neurocognitieve stoornis door de ziekte van Huntington: met gedragsstoornissen|5|1|294.11|
20170101|99991231|D5_17.07.08.01.02|D5_17.07.08.01|Uitgebreide neurocognitieve stoornis door de ziekte van Huntington: zonder gedragsstoornissen|5|1|294.10|
20170101|99991231|D5_17.07.08.02|D5_17.07.08|Beperkte neurocognitieve stoornis door de ziekte van Huntington|4|0||
20170101|99991231|D5_17.07.08.02.01|D5_17.07.08.02|Beperkte neurocognitieve stoornis door de ziekte van Huntington: met gedragsstoornissen|5|1|331.83|
20170101|99991231|D5_17.07.08.02.02|D5_17.07.08.02|Beperkte neurocognitieve stoornis door de ziekte van Huntington: zonder gedragsstoornissen|5|1|331.83|
20170101|99991231|D5_17.07.09|D5_17.07|Uitgebreide of beperkte neurocognitieve stoornis door de ziekte een andere somatische aandoening|3|0||
20170101|99991231|D5_17.07.09.01|D5_17.07.09|Uitgebreide neurocognitieve stoornis door de ziekte een andere somatische aandoening|4|0||
20170101|99991231|D5_17.07.09.01.01|D5_17.07.09.01|Uitgebreide neurocognitieve stoornis door een andere somatische aandoening: met gedragsstoornissen|5|1|294.11|
20170101|99991231|D5_17.07.09.01.02|D5_17.07.09.01|Uitgebreide neurocognitieve stoornis door een andere somatische aandoening: zonder gedragsstoornissen|5|1|294.10|
20170101|99991231|D5_17.07.09.02|D5_17.07.09|Beperkte neurocognitieve stoornis door de ziekte een andere somatische aandoening|4|0||
20170101|99991231|D5_17.07.09.02.01|D5_17.07.09.02|Beperkte neurocognitieve stoornis door een andere somatische aandoening: met gedragsstoornissen|5|1|331.83|
20170101|99991231|D5_17.07.09.02.02|D5_17.07.09.02|Beperkte neurocognitieve stoornis door een andere somatische aandoening: zonder gedragsstoornissen|5|1|331.83|
20170101|99991231|D5_17.07.10|D5_17.07|Uitgebreide of beperkte neurocognitieve stoornis door multipele oorzaken|3|0||
20170101|99991231|D5_17.07.10.01|D5_17.07.10|Uitgebreide neurocognitieve stoornis door multipele oorzaken|4|0||
20170101|99991231|D5_17.07.10.01.01|D5_17.07.10.01|Uitgebreide neurocognitieve stoornis door multipele oorzaken: met gedragsstoornissen|5|1|294.11|
20170101|99991231|D5_17.07.10.01.02|D5_17.07.10.01|Uitgebreide neurocognitieve stoornis door multipele oorzaken: zonder gedragsstoornissen|5|1|294.10|
20170101|99991231|D5_17.07.10.02|D5_17.07.10|Beperkte neurocognitieve stoornis door multipele oorzaken|4|0||
20170101|99991231|D5_17.07.10.02.01|D5_17.07.10.02|Beperkte neurocognitieve stoornis door multipele oorzaken: met gedragsstoornissen|5|1|331.83|
20170101|99991231|D5_17.07.10.02.02|D5_17.07.10.02|Beperkte neurocognitieve stoornis door multipele oorzaken: zonder gedragsstoornissen|5|1|331.83|
20170101|20181231|D5_17.07.11|D5_17.07|Ongespecificeerde neurocognitieve stoornis|3|0||
20190101|99991231|D5_17.07.11|D5_17.07|Ongespecificeerde neurocognitieve stoornis|3|1|799.59|
20170101|20181231|D5_17.07.11.01|D5_17.07.11|Ongespecificeerde neurocognitieve stoornis: met gedragsstoornissen|4|1|799.59|
20170101|20181231|D5_17.07.11.02|D5_17.07.11|Ongespecificeerde neurocognitieve stoornis: zonder gedragsstoornissen|4|1|799.59|
20170101|99991231|D5_18||Persoonlijkheidsstoornissen|1|0||
20170101|99991231|D5_18.01|D5_18|Cluster A-persoonlijkheidsstoornissen|2|0||
20170101|99991231|D5_18.01.01|D5_18.01|Paranoïde-persoonlijkheidsstoornis|3|1|301.0|
20170101|99991231|D5_18.01.02|D5_18.01|Schizoïde-persoonlijkheidsstoornis|3|1|301.20|
20170101|99991231|D5_18.01.03|D5_18.01|Schizotypische-(persoonlijkheids)stoornis|3|1|301.22|
20170101|99991231|D5_18.02|D5_18|Cluster B-persoonlijkheidsstoornissen|2|0||
20170101|99991231|D5_18.02.01|D5_18.02|Antisociale persoonlijkheidsstoornis|3|1|301.7|
20170101|99991231|D5_18.02.02|D5_18.02|Borderline persoonlijkheidsstoornis|3|1|301.83|
20170101|99991231|D5_18.02.03|D5_18.02|Histrionische persoonlijkheidsstoornis|3|1|301.50|
20170101|99991231|D5_18.02.04|D5_18.02|Narcistische persoonlijkheidsstoornis|3|1|301.81|
20170101|99991231|D5_18.03|D5_18|Cluster C-persoonlijkheidsstoornissen|2|0||
20170101|99991231|D5_18.03.01|D5_18.03|Vermijdende persoonlijkheidsstoornis|3|1|301.82|
20170101|99991231|D5_18.03.02|D5_18.03|Afhankelijke persoonlijkheidsstoornis|3|1|301.6|
20170101|99991231|D5_18.03.03|D5_18.03|Dwangmatige persoonlijkheidsstoornis|3|1|301.4|
20170101|99991231|D5_18.04|D5_18|Andere persoonlijkheidsstoornissen|2|0||
20170101|99991231|D5_18.04.01|D5_18.04|Persoonlijkheidsverandering door een somatische aandoening|3|0||
20170101|99991231|D5_18.04.01.01|D5_18.04.01|Persoonlijkheidsverandering door een somatische aandoening|4|1|310.1|
20170101|99991231|D5_18.04.01.02|D5_18.04.01|Persoonlijkheidsverandering door een somatische aandoening: labiele type|4|1|310.1|
20170101|99991231|D5_18.04.01.03|D5_18.04.01|Persoonlijkheidsverandering door een somatische aandoening: ontremde type|4|1|310.1|
20170101|99991231|D5_18.04.01.04|D5_18.04.01|Persoonlijkheidsverandering door een somatische aandoening: agressieve type|4|1|310.1|
20170101|99991231|D5_18.04.01.05|D5_18.04.01|Persoonlijkheidsverandering door een somatische aandoening: apatische type|4|1|310.1|
20170101|99991231|D5_18.04.01.06|D5_18.04.01|Persoonlijkheidsverandering door een somatische aandoening: paranoïde type|4|1|310.1|
20170101|99991231|D5_18.04.01.07|D5_18.04.01|Persoonlijkheidsverandering door een somatische aandoening: andere type|4|1|310.1|
20170101|99991231|D5_18.04.01.08|D5_18.04.01|Persoonlijkheidsverandering door een somatische aandoening: gecombineerde type|4|1|310.1|
20170101|99991231|D5_18.04.01.09|D5_18.04.01|Persoonlijkheidsverandering door een somatische aandoening: ongespecificeerde type|4|1|310.1|
20170101|99991231|D5_18.04.01.10|D5_18.04.01|Andere persoonlijkheidsstoornissen|4|0||
20170101|99991231|D5_18.04.01.10.01|D5_18.04.01.10|Andere gespecificeerde persoonlijkheidsstoornis|5|1|301.89|
20170101|99991231|D5_18.04.01.10.02|D5_18.04.01.10|Ongespecificeerde persoonlijkheidsstoornis|5|1|301.9|
20170101|99991231|D5_19||Parafiele stoornissen|1|0||
20170101|99991231|D5_19.01|D5_19|Voyeurismestoornis|2|1|302.82|
20170101|99991231|D5_19.02|D5_19|Exhibitionismestoornis|2|1|302.4|
20170101|99991231|D5_19.03|D5_19|Frotteurismestoornis|2|1|302.89|
20170101|99991231|D5_19.04|D5_19|Seksueel-masochismestoornis|2|1|302.83|
20170101|99991231|D5_19.05|D5_19|Seksueel-sadismestoornis|2|1|302.84|
20170101|99991231|D5_19.06|D5_19|Pedofiele stoornis|2|2|302.2|
20170101|99991231|D5_19.06.01|D5_19.06|Pedofiele stoornis: exclusieve type|3|2|302.2|
20170101|99991231|D5_19.06.01.01|D5_19.06.01|Pedofiele stoornis: exclusieve type - Seksueel aangetrokken tot jongens|4|2|302.2|
20170101|99991231|D5_19.06.01.01.01|D5_19.06.01.01|Pedofiele stoornis: exclusieve type - seksueel aangetrokken tot jongens - beperkt tot incest|5|1|302.2|
20170101|99991231|D5_19.06.01.02|D5_19.06.01|Pedofiele stoornis: exclusieve type - Seksueel aangetrokken tot meisjes|4|2|302.2|
20170101|99991231|D5_19.06.01.02.01|D5_19.06.01.02|Pedofiele stoornis: exclusieve type - Seksueel aangetrokken tot meisjes - Beperkt tot incest|5|1|302.2|
20170101|99991231|D5_19.06.01.03|D5_19.06.01|Pedofiele stoornis: exclusieve type - Seksueel aangetrokken tot beide seksen|4|2|302.2|
20170101|99991231|D5_19.06.01.03.01|D5_19.06.01.03|Pedofiele stoornis: exclusieve type - Seksueel aangetrokken tot beide seksen - Beperkt tot incest|5|1|302.2|
20170101|99991231|D5_19.06.02|D5_19.06 |Pedofiele stoornis: niet-exclusieve type|3|2|302.2|
20170101|99991231|D5_19.06.02.01|D5_19.06.02|Pedofiele stoornis: niet-exclusieve type - Seksueel aangetrokken tot jongens|4|2|302.2|
20170101|99991231|D5_19.06.02.01.01|D5_19.06.02.01|Pedofiele stoornis: niet-exclusieve type - Seksueel aangetrokken tot jongens -Beperkt tot incest|5|1|302.2|
20170101|99991231|D5_19.06.02.02|D5_19.06.02|Pedofiele stoornis: niet-exclusieve type - Seksueel aangetrokken tot meisjes|4|2|302.2|
20170101|99991231|D5_19.06.02.02.01|D5_19.06.02.02|Pedofiele stoornis: niet-exclusieve type - Seksueel aangetrokken tot meisjes - Beperkt tot incest|5|1|302.2|
20170101|99991231|D5_19.06.02.03|D5_19.06.02|Pedofiele stoornis: niet-exclusieve type - Seksueel aangetrokken tot beide seksen|4|2|302.2|
20170101|99991231|D5_19.06.02.03.01|D5_19.06.02.03|Pedofiele stoornis: niet-exclusieve type - Seksueel aangetrokken tot beide seksen - Beperkt tot incest|5|1|302.2|
20170101|99991231|D5_19.07|D5_19|Fetisjismestoornis|2|2|302.81|
20170101|99991231|D5_19.07.01|D5_19.07|Transvestiestoornis|3|1|302.3|
20170101|99991231|D5_19.08|D5_19|Andere parafiele stoornissen|2|0||
20170101|99991231|D5_19.08.01|D5_19.08|Andere gespecificeerde parafiele stoornis|3|1|302.89|
20170101|99991231|D5_19.08.02|D5_19.08|Ongespecificeerde parafiele stoornis|3|1|302.9|
20170101|99991231|D5_2||Schizofreniespectrum- en andere psychotische stoornissen|1|0||
